,name,desc,url,version,license,dependencies,install_30,install_90,install_365,on_request_30,on_request_90,on_request_365,build_error_30,build_error_90,build_error_365
646,cassandra-reaper,Management interface for Cassandra,https://cassandra-reaper.io/,3.2.1,Apache-2.0,openjdk@11,17,48,94,17,49,96,0,0,0
647,cassandra@2.1,Distributed key-value store,https://cassandra.apache.org,2.1.21,Apache-2.0,,2,5,94,2,5,93,1,0,0
648,cassandra@2.2,"Eventually consistent, distributed key-value db",https://cassandra.apache.org,2.2.19,Apache-2.0,openjdk@8,1,3,113,0,0,113,0,0,0
649,cassandra@3,"Eventually consistent, distributed key-value store",https://cassandra.apache.org,3.11.10,Apache-2.0,openjdk@8,21,108,811,21,108,812,0,0,0
650,cassowary,Modern cross-platform HTTP load-testing tool written in Go,https://github.com/rogerwelin/cassowary,0.16.0,MIT,,14,65,403,14,65,402,0,0,0
651,castget,Command-line podcast and RSS enclosure downloader,https://castget.johndal.com/,2.0.1,LGPL-2.1-only,"glib, id3lib",3,30,155,3,30,155,0,0,0
652,castxml,C-family Abstract Syntax Tree XML Output,https://github.com/CastXML/CastXML,0.5.1,Apache-2.0,llvm,37,230,1283,37,201,1098,0,0,0
653,cataclysm,Fork/variant of Cataclysm Roguelike,https://github.com/CleverRaven/Cataclysm-DDA,0.G,CC-BY-SA-3.0,"gettext, libogg, libvorbis, sdl2, sdl2_image, sdl2_mixer, sdl2_ttf",77,252,1071,77,252,1070,0,0,0
654,catch2,"Modern, C++-native, header-only, test framework",https://github.com/catchorg/Catch2,3.3.2,BSL-1.0,,342,2435,10331,248,1759,6605,0,0,0
655,catimg,Insanely fast image printing in your terminal,https://github.com/posva/catimg,2.7.0,MIT,,54,231,1090,53,230,1088,0,0,0
656,cattle,Brainfuck language toolkit,https://kiyuko.org/software/cattle,1.4.0,GPL-2.0,glib,0,5,58,0,5,58,0,0,0
657,cava,Console-based Audio Visualizer for ALSA,https://github.com/karlstav/cava,0.8.3,MIT,"fftw, iniparser, portaudio",74,387,1684,74,388,1685,0,0,0
658,cayley,Graph database inspired by Freebase and Knowledge Graph,https://github.com/cayleygraph/cayley,0.7.7,Apache-2.0,,5,23,127,5,23,127,0,0,0
659,cbc,Mixed integer linear programming solver,https://github.com/coin-or/Cbc,2.10.8,EPL-2.0,"cgl, clp, coinutils, osi",170,673,3872,101,414,2339,0,0,0
660,cbindgen,Project for generating C bindings from Rust code,https://github.com/eqrion/cbindgen,0.24.3,MPL-2.0,,19,104,202,19,104,202,0,0,0
661,cbmbasic,Commodore BASIC V2 as a scripting language,https://github.com/mist64/cbmbasic,1.0,BSD-2-Clause,,3,22,110,3,22,110,0,0,0
662,cbmc,C Bounded Model Checker,https://www.cprover.org/cbmc/,5.78.0,BSD-4-Clause,,46,278,1176,46,278,1176,0,0,0
663,cc65,6502 C compiler,https://cc65.github.io/cc65/,2.19,Zlib,,53,294,1279,50,291,1267,0,0,0
664,ccache,Object-file caching compiler wrapper,https://ccache.dev/,4.7.4,GPL-3.0-or-later,"hiredis, zstd",6117,27279,155781,5954,26261,147286,25,0,0
665,ccal,Create Chinese calendars for print or browsing,http://ccal.chinesebay.com/ccal/ccal.htm,2.5.3,GPL-2.0,,1,9,55,0,9,55,0,0,0
666,ccat,Like cat but displays content with syntax highlighting,https://github.com/owenthereal/ccat,1.1.0,MIT,,115,529,2984,115,529,2986,0,0,0
667,ccd2iso,Convert CloneCD images to ISO images,https://ccd2iso.sourceforge.io/,0.3,GPL-2.0,,11,101,411,11,100,410,0,0,0
668,ccextractor,"Free, GPL licensed closed caption tool",https://www.ccextractor.org/,0.94,GPL-2.0-only,"freetype, gpac, leptonica, libpng, protobuf-c, tesseract, utf8proc",1,53,753,2,54,753,0,0,0
669,ccfits,Object oriented interface to the cfitsio library,https://heasarc.gsfc.nasa.gov/fitsio/CCfits/,2.6,,cfitsio,10,47,123,10,47,123,0,0,0
670,ccheck,"Check X509 certificate expiration from the command-line, with TAP output",https://github.com/nerdlem/ccheck,1.0.1,GPL-2.0,,9,22,59,9,22,59,0,0,0
671,ccls,C/C++/ObjC language server,https://github.com/MaskRay/ccls,0.20220729,Apache-2.0,llvm,451,3738,16621,449,3739,16627,0,0,0
672,ccm,Create and destroy an Apache Cassandra cluster on localhost,https://github.com/riptano/ccm,3.1.5,Apache-2.0,"python@3.11, pyyaml, six",48,176,1363,48,176,1362,0,0,0
673,cconv,Iconv based simplified-traditional Chinese conversion tool,https://github.com/xiaoyjy/cconv,0.6.3,MIT,,1,7,49,0,7,50,0,0,0
674,ccrypt,Encrypt and decrypt files and streams,https://ccrypt.sourceforge.io/,1.11,GPL-2.0,,69,303,1362,69,303,1363,0,0,0
675,cctz,C++ library for translating between absolute and civil times,https://github.com/google/cctz,2.3,Apache-2.0,,4,26,249,4,26,249,0,0,0
676,ccze,Robust and modular log colorizer,https://packages.debian.org/wheezy/ccze,0.2.1,GPL-2.0,pcre,1,6,348,0,6,348,0,0,0
677,cd-discid,Read CD and get CDDB discid information,https://linukz.org/cd-discid.shtml,1.4,GPL-2.0,,17,59,206,17,59,206,0,0,0
678,cdargs,Directory bookmarking system - Enhanced cd utilities,https://github.com/cbxbiker61/cdargs,2.1,GPL-2.0,,4,14,84,4,14,84,0,0,0
679,cdb,Create and read constant databases,https://cr.yp.to/cdb.html,0.75,,,9,65,317,3,21,124,0,0,0
680,cddlib,Double description method for general polyhedral cones,https://www.inf.ethz.ch/personal/fukudak/cdd_home/,0.94m,GPL-2.0-or-later,gmp,47,221,422,26,51,141,0,0,0
681,cdebug,Swiss army knife of container debugging,https://github.com/iximiuz/cdebug,0.0.12,Apache-2.0,,25,125,127,25,125,127,0,0,0
682,cdecl,Turn English phrases to C or C++ declarations,https://cdecl.org/,2.5,,,7,37,230,7,37,231,0,0,0
683,cdk,Curses development kit provides predefined curses widget for apps,https://invisible-island.net/cdk/,5.0-20230201,BSD-4-Clause-UC,,355,919,3581,355,919,3582,0,0,0
684,cdk8s,Define k8s native apps and abstractions using object-oriented programming,https://cdk8s.io/,2.1.154,Apache-2.0,node,918,5538,22733,910,5455,22177,0,0,0
685,cdktf,Cloud Development Kit for Terraform,https://github.com/hashicorp/terraform-cdk,0.15.5,MPL-2.0,"node@18, terraform",1328,4360,15364,1327,4357,15356,0,0,0
686,cdlabelgen,CD/DVD inserts and envelopes,https://www.aczoom.com/tools/cdinsert/,4.3.0,,,0,0,16,0,0,16,0,0,0
687,cdo,Climate Data Operators,https://code.mpimet.mpg.de/projects/cdo,2.1.1,GPL-2.0-only,"eccodes, hdf5, libaec, netcdf, proj",137,745,3238,137,745,3235,0,0,0
688,cdogs-sdl,Classic overhead run-and-gun game,https://cxong.github.io/cdogs-sdl/,1.4.1,GPL-2.0-or-later,"python@3.11, sdl2, sdl2_image, sdl2_mixer",39,74,276,39,74,277,0,0,0
689,cdparanoia,Audio extraction tool for sampling CDs,https://www.xiph.org/paranoia/,10.2,GPL-2.0-or-later and LGPL-2.1-or-later,,19,70,310,19,70,309,0,0,0
690,cdpr,Cisco Discovery Protocol Reporter,http://www.monkeymental.com/,2.4,GPL-2.0-or-later,,7,42,216,7,42,216,0,0,0
691,cdrdao,Record CDs in Disk-At-Once mode,https://cdrdao.sourceforge.io/,1.2.5,GPL-2.0-or-later,"lame, libao, libvorbis, mad",114,173,386,113,173,386,4,0,0
692,cdrtools,CD/DVD/Blu-ray premastering and recording software,https://cdrtools.sourceforge.io/private/cdrecord.html,3.02a09,,,3833,16104,64455,3774,15935,63776,5,0,0
693,cdsclient,Tools for querying CDS databases for astronomical data,https://cdsarc.u-strasbg.fr/doc/cdsclient.html,3.84,GPL-3.0-only,,4,9,23,3,8,22,0,0,0
694,cedille,Language based on the Calculus of Dependent Lambda Eliminations,https://cedille.github.io/,1.1.2,MIT,ghc@8.10,0,7,62,0,7,62,0,0,0
695,celero,C++ Benchmark Authoring Library/Framework,https://github.com/DigitalInBlue/Celero,2.8.5,Apache-2.0,,9,53,138,9,53,138,0,0,0
696,censys,Command-line interface for the Censys APIs (censys.io),https://github.com/censys/censys-python,2.1.9,Apache-2.0,"pygments, python@3.11",13,36,144,13,36,144,0,0,0
697,center-im,Text-mode multi-protocol instant messaging client,https://github.com/petrpavlu/centerim5,4.22.10,GPL-2.0-or-later,"gettext, openssl@1.1",2,8,49,2,8,49,0,0,0
698,cereal,C++11 library for serialization,https://uscilab.github.io/cereal/,1.3.2,BSD-3-Clause,,67,314,724,24,110,450,0,0,0
699,ceres-solver,C++ library for large-scale optimization,http://ceres-solver.org/,2.1.0,BSD-3-Clause,"eigen, gflags, glog, metis, openblas, suite-sparse, tbb",8196,37010,140526,3697,14636,56067,0,0,0
700,cern-ndiff,Numerical diff tool,https://mad.web.cern.ch/mad/,5.08.01,,,1,5,29,0,5,29,0,0,0
701,certbot,Tool to obtain certs from Let's Encrypt and autoenable HTTPS,https://certbot.eff.org/,2.4.0,Apache-2.0,"augeas, dialog, openssl@1.1, python@3.11, six",6082,27835,130493,6072,27810,130370,3,0,0
702,certigo,Utility to examine and validate certificates in a variety of formats,https://github.com/square/certigo,1.16.0,Apache-2.0,,66,298,2194,66,298,2192,0,0,0
703,certstrap,"Tools to bootstrap CAs, certificate requests, and signed certificates",https://github.com/square/certstrap,1.3.0,Apache-2.0,,34,154,931,34,154,931,0,0,0
704,ceylon,Programming language for writing large programs in teams,https://ceylon-lang.org/,1.3.3,,openjdk@8,0,3,46,0,0,45,0,0,0
705,cf,Filter to replace numeric timestamps with a formatted date time,https://ee.lbl.gov/,1.2.5,,,75,267,1504,75,267,1502,0,0,0
706,cf-tool,Command-line tool for Codeforces contests,https://github.com/xalanq/cf-tool,1.0.0,MIT,,1,4,48,0,4,48,0,0,0
707,cf4ocl,C Framework for OpenCL,https://nunofachada.github.io/cf4ocl/,2.1.0,LGPL-3.0,glib,1,13,71,0,13,71,0,0,0
708,cfengine,Help manage and understand IT infrastructure,https://cfengine.com/,3.21.0,BSD-3-Clause and GPL-2.0-or-later and GPL-3.0-only and LGPL-2.0-or-later,"lmdb, openssl@3, pcre",9,55,152,9,55,152,0,0,0
709,cffi,C Foreign Function Interface for Python,https://cffi.readthedocs.io/en/latest/,1.15.1,MIT,"pycparser, python@3.11",1,1,1,0,0,0,0,0,0
710,cfitsio,C access to FITS data files with optional Fortran wrappers,https://heasarc.gsfc.nasa.gov/docs/software/fitsio/fitsio.html,4.2.0,,,9057,58004,206105,194,1271,4703,0,0,0
711,cflow,Generate call graphs from C code,https://www.gnu.org/software/cflow/,1.7,GPL-3.0-or-later,,18,61,360,18,61,358,0,0,0
712,cfn-flip,Convert AWS CloudFormation templates between JSON and YAML formats,https://github.com/awslabs/aws-cfn-template-flip,1.3.0,Apache-2.0,"python@3.11, pyyaml, six",40,137,924,40,137,925,0,0,0
713,cfn-format,Command-line tool for formatting AWS CloudFormation templates,https://github.com/aws-cloudformation/rain,1.3.2,Apache-2.0,,56,88,189,56,88,189,0,0,0
714,cfn-lint,Validate CloudFormation templates against the CloudFormation spec,https://github.com/aws-cloudformation/cfn-lint/,0.74.1,MIT-0,"python-typing-extensions, python@3.11, pyyaml, six",3379,16971,75031,3379,16970,75010,1,0,0
715,cfonts,Sexy ANSI fonts for the console,https://github.com/dominikwilkowski/cfonts,1.1.0,GPL-3.0-or-later,,17,67,242,18,68,243,0,0,0
716,cfr-decompiler,Yet Another Java Decompiler,https://www.benf.org/other/cfr/,0.152,MIT,openjdk,32,96,400,32,97,401,0,0,0
717,cfssl,CloudFlare's PKI toolkit,https://cfssl.org/,1.6.3,BSD-2-Clause,libtool,394,2024,12620,382,1995,12552,0,0,0
